,chr,indexStart,indexEnd,L,p.value
6658,chr19,425262,425262,1,0.666159426
24179,chr2,50505,50505,1,0.666214779
18423,chr11,284636,284636,1,0.666457255
8692,chr3,81267,81267,1,0.666471461
26736,chr3,84164,84164,1,0.666493749
7880,chr2,75101,75101,1,0.666525834
31411,chr6,178133,178133,1,0.666578983
11652,chr6,173134,173134,1,0.666588046
19948,chr13,318048,318048,1,0.666747737
29478,chr5,134600,134600,1,0.666762188
25427,chr2,74435,74435,1,0.666863587
31594,chr7,184180,184180,1,0.666926533
29683,chr5,139543,139543,1,0.666953965
25307,chr2,71824,71824,1,0.667008093
1662,chr10,250859,250859,1,0.667119289
29955,chr5,144141,144141,1,0.667169009
18189,chr11,281067,281067,1,0.667208442
15488,chr1,32843,32843,1,0.66721579
1264,chr1,43227,43227,1,0.667224118
21826,chr16,363807,363807,1,0.66729833
12068,chr7,187609,187609,1,0.667327231
2722,chr11,287578,287578,1,0.66733213
17109,chr10,256748,256748,1,0.667385279
16611,chr10,246060,246060,1,0.66757926
21924,chr16,365791,365791,1,0.66759616
13079,chr8,221291,221291,1,0.6676111
30256,chr6,152267,152267,1,0.66761159
19964,chr13,318318,318318,1,0.667621877
22005,chr16,368373,368373,1,0.667645635
1577,chr10,247747,247747,1,0.667651023
10149,chr5,126000,126000,1,0.667702457
14870,chr1,19732,19732,1,0.667910154
7901,chr2,75735,75735,1,0.667947138
30706,chr6,163668,163668,1,0.667950812
15187,chr1,25550,25550,1,0.668067642
13163,chr8,224489,224489,1,0.668089685
10672,chr5,137848,137848,1,0.668093604
4877,chr16,363148,363148,1,0.668106095
15729,chr1,37184,37184,1,0.668144303
21420,chr15,350754,350754,1,0.668173205
8266,chr20,441093,441093,1,0.668202841
23725,chr19,424635,424635,1,0.6682048
20630,chr14,332866,332866,1,0.66822023
20640,chr14,333397,333397,1,0.668290034
25392,chr2,73538,73538,1,0.668304485
21004,chr15,341216,341216,1,0.668365226
21515,chr15,352520,352520,1,0.668482301
17388,chr11,263943,263943,1,0.668530796
31416,chr6,178281,178281,1,0.668625582
1006,chr1,34457,34457,1,0.668696856
19040,chr12,295797,295797,1,0.668750005
18154,chr11,280511,280511,1,0.668800949
12090,chr7,188221,188221,1,0.668811481
12106,chr7,188497,188497,1,0.668821768
32953,chr8,214149,214149,1,0.668873202
25268,chr2,71641,71641,1,0.668873447
8698,chr3,81365,81365,1,0.668893531
10889,chr5,143373,143373,1,0.668937373
10843,chr5,142173,142173,1,0.668978275
11181,chr6,152877,152877,1,0.668998849
14473,chr1,8926,8926,1,0.669073796
17519,chr11,265858,265858,1,0.669162949
18344,chr11,283401,283401,1,0.669266798
8531,chr22,451254,451254,1,0.669280759
31824,chr7,189491,189491,1,0.669296189
6289,chr19,413120,413120,1,0.669382403
25181,chr2,70406,70406,1,0.669443879
25514,chr2,75902,75902,1,0.669746607
17449,chr11,265131,265131,1,0.66978653
2428,chr11,276065,276065,1,0.66980441
31162,chr6,173195,173195,1,0.669944507
20299,chr14,324932,324932,1,0.669955774
25095,chr2,68685,68685,1,0.670009657
7336,chr2,60055,60055,1,0.670049825
5797,chr17,395984,395984,1,0.670056438
28426,chr4,116197,116197,1,0.670075542
5525,chr17,386752,386752,1,0.670176207
33584,chr8,226474,226474,1,0.67024993
15123,chr1,23996,23996,1,0.670270258
9082,chr3,95901,95901,1,0.670271973
20147,chr13,321278,321278,1,0.670295486
7253,chr2,56917,56917,1,0.670302833
22772,chr17,390647,390647,1,0.670359656
32741,chr8,209632,209632,1,0.670583518
29038,chr5,126422,126422,1,0.670589397
32569,chr7,206567,206567,1,0.670612175
30211,chr6,151823,151823,1,0.670630789
24251,chr2,51674,51674,1,0.670634218
32106,chr7,194772,194772,1,0.670657241
3956,chr14,328431,328431,1,0.670693245
14833,chr1,18464,18464,1,0.670722391
25304,chr2,71810,71810,1,0.670753742
17215,chr10,258886,258886,1,0.670794644
30560,chr6,160105,160105,1,0.670797338
3233,chr12,305568,305568,1,0.670826485
27331,chr3,94530,94530,1,0.671002831
13049,chr8,220601,220601,1,0.671024385
930,chr1,31248,31248,1,0.671032222
33192,chr8,219058,219058,1,0.671110843
719,chr1,24313,24313,1,0.671191179
25029,chr2,67037,67037,1,0.67120318
24859,chr2,64191,64191,1,0.671377078
4516,chr15,349218,349218,1,0.671437329
16718,chr10,248474,248474,1,0.671493417
18647,chr11,288176,288176,1,0.671494397
28349,chr4,114353,114353,1,0.671544852
25781,chr20,435712,435712,1,0.671552689
16163,chr10,238770,238770,1,0.67156812
17864,chr11,272484,272484,1,0.671655313
24566,chr2,58520,58520,1,0.671672703
19308,chr12,301947,301947,1,0.671854928
13728,chrX,457311,457311,1,0.671860071
31623,chr7,185467,185467,1,0.671860071
30268,chr6,152619,152619,1,0.671898524
25424,chr2,74304,74304,1,0.672014864
3907,chr14,326741,326741,1,0.672036907
20793,chr14,336374,336374,1,0.672120182
28561,chr4,118256,118256,1,0.672136347
31744,chr7,188309,188309,1,0.672246564
929,chr1,31214,31214,1,0.672324695
33600,chr8,227677,227677,1,0.672328859
26280,chr22,449797,449797,1,0.672384947
12296,chr7,195137,195137,1,0.672387151
8106,chr20,435488,435488,1,0.672500552
126,chr1,5839,5839,1,0.672527494
11480,chr6,169058,169058,1,0.672559089
16040,chr1,43264,43264,1,0.672594603
14718,chr1,15019,15019,1,0.67267004
32481,chr7,203871,203871,1,0.672679347
32368,chr7,201809,201809,1,0.672733966
2916,chr12,294529,294529,1,0.672742783
23835,chr19,428002,428002,1,0.672847611
11441,chr6,168248,168248,1,0.672965911
11604,chr6,171496,171496,1,0.673135154
18528,chr11,286428,286428,1,0.673221123
21426,chr15,350982,350982,1,0.673323257
635,chr1,21961,21961,1,0.673348729
19208,chr12,300597,300597,1,0.673356077
22422,chr17,380683,380683,1,0.673360241
19719,chr13,313746,313746,1,0.67336269
22960,chr17,395976,395976,1,0.673397959
28855,chr5,123639,123639,1,0.67349544
11264,chr6,159838,159838,1,0.673531934
20129,chr13,320923,320923,1,0.673639701
16683,chr10,247474,247474,1,0.67365856
20236,chr13,323785,323785,1,0.673733508
33856,chr9,233675,233675,1,0.673749918
14512,chr1,9590,9590,1,0.673796454
18498,chr11,286035,286035,1,0.673836866
31466,chr6,179155,179155,1,0.673858665
22820,chr17,392038,392038,1,0.673899322
3592,chr13,318560,318560,1,0.673911324
11012,chr6,147450,147450,1,0.673933122
28279,chr4,113415,113415,1,0.67418809
32287,chr7,200153,200153,1,0.674207194
22361,chr17,379021,379021,1,0.674252015
17092,chr10,256332,256332,1,0.674304919
21410,chr15,350363,350363,1,0.674381826
8752,chr3,83607,83607,1,0.674456773
27261,chr3,92996,92996,1,0.674464366
4022,chr14,330239,330239,1,0.674471224
8438,chr22,447217,447217,1,0.674521923
4332,chr15,341865,341865,1,0.674567725
18624,chr11,287959,287959,1,0.674578256
873,chr1,28765,28765,1,0.674578746
15600,chr1,34992,34992,1,0.67458242
6439,chr19,418390,418390,1,0.674601769
15572,chr1,34446,34446,1,0.674626507
4849,chr16,362108,362108,1,0.674686024
24262,chr2,51869,51869,1,0.674735988
27759,chr4,102960,102960,1,0.674775666
4353,chr15,342752,342752,1,0.674818039
16030,chr1,43072,43072,1,0.674833469
9355,chr4,104474,104474,1,0.674854533
15990,chr1,42093,42093,1,0.674866779
28,chr1,1382,1382,1,0.674898129
17600,chr11,267246,267246,1,0.674923112
21628,chr16,356565,356565,1,0.674948339
31726,chr7,187988,187988,1,0.675029899
31470,chr6,179363,179363,1,0.675062964
28737,chr4,121191,121191,1,0.675090396
33370,chr8,222226,222226,1,0.675111704
11797,chr6,179112,179112,1,0.675162894
15382,chr1,31316,31316,1,0.675365692
1382,chr10,241744,241744,1,0.675393369
10654,chr5,137757,137757,1,0.675411983
14507,chr1,9443,9443,1,0.675448477
25312,chr2,71866,71866,1,0.675463663
19915,chr13,317617,317617,1,0.675520241
24212,chr2,51033,51033,1,0.675531752
13440,chr9,232529,232529,1,0.675644663
33786,chr9,232503,232503,1,0.675682871
23698,chr19,423453,423453,1,0.675755859
20137,chr13,321018,321018,1,0.675781821
18800,chr12,291069,291069,1,0.675808518
15206,chr1,26188,26188,1,0.675837174
12717,chr8,211794,211794,1,0.675891303
7093,chr2,52288,52288,1,0.675907958
27598,chr3,98552,98552,1,0.675951555
15106,chr1,23772,23772,1,0.675971639
19829,chr13,315667,315667,1,0.676048545
1322,chr10,238985,238985,1,0.676078181
18699,chr12,289303,289303,1,0.676126187
21696,chr16,358809,358809,1,0.676180315
29158,chr5,128646,128646,1,0.676187663
27287,chr3,93843,93843,1,0.676241792
1018,chr1,34844,34844,1,0.676261876
28517,chr4,117388,117388,1,0.676281959
21759,chr16,360785,360785,1,0.676326781
16187,chr10,239092,239092,1,0.676336823
26306,chr22,450475,450475,1,0.676385563
16521,chr10,245129,245129,1,0.676410545
15707,chr1,36860,36860,1,0.676465899
22465,chr17,382292,382292,1,0.67647937
29677,chr5,139375,139375,1,0.676489656
16470,chr10,244575,244575,1,0.676585912
14342,chr1,6172,6172,1,0.676602077
21478,chr15,351887,351887,1,0.676618732
3744,chr13,321784,321784,1,0.676628284
23851,chr19,428542,428542,1,0.67673997
33991,chr9,236685,236685,1,0.676741685
10257,chr5,129412,129412,1,0.676751482
25087,chr2,68548,68548,1,0.676754176
5040,chr16,367731,367731,1,0.676777689
28752,chr4,121437,121437,1,0.676778179
11274,chr6,161113,161113,1,0.676800957
29952,chr5,144108,144108,1,0.676824225
13615,chrX,453971,453971,1,0.676882027
31222,chr6,174144,174144,1,0.676900152
28481,chr4,117021,117021,1,0.676937626
15214,chr1,26291,26291,1,0.677032167
17265,chr10,260370,260370,1,0.677061313
27595,chr3,98541,98541,1,0.677139199
32784,chr8,210498,210498,1,0.677143853
5218,chr17,375711,375711,1,0.677170795
30953,chr6,168607,168607,1,0.677239619
11420,chr6,167519,167519,1,0.677271704
29370,chr5,133158,133158,1,0.67735008
25898,chr20,438903,438903,1,0.677408863
395,chr1,15378,15378,1,0.677494587
22021,chr16,368817,368817,1,0.677517854
10036,chr5,122304,122304,1,0.677555818
12365,chr7,197921,197921,1,0.677602844
16287,chr10,240921,240921,1,0.677611906
30721,chr6,164130,164130,1,0.677638848
28137,chr4,111293,111293,1,0.677755922
8677,chr3,80863,80863,1,0.67783087
20947,chr15,340498,340498,1,0.677881324
25082,chr2,68444,68444,1,0.67789357
6951,chr2,47426,47426,1,0.677908511
2778,chr12,289425,289425,1,0.677930554
26158,chr22,445381,445381,1,0.677969008
21144,chr15,344687,344687,1,0.678067958
28771,chr4,121743,121743,1,0.678099798
19244,chr12,301433,301433,1,0.678187481
30075,chr6,147721,147721,1,0.67827443
11889,chr7,183245,183245,1,0.678288881
2311,chr11,269845,269845,1,0.678300882
23663,chr19,422685,422685,1,0.678390525
7742,chr2,70659,70659,1,0.678391994
28310,chr4,113812,113812,1,0.678421875
7917,chr2,76449,76449,1,0.678535766
13733,chrX,457358,457358,1,0.678544338
8886,chr3,88713,88713,1,0.678575444
33768,chr9,231990,231990,1,0.678593078
2545,chr11,281430,281430,1,0.678646717
17713,chr11,269338,269338,1,0.678665331
20868,chr15,338719,338719,1,0.678689579
25518,chr2,75954,75954,1,0.678690069
9656,chr4,112421,112421,1,0.678703785
895,chr1,29885,29885,1,0.67876722
14265,chr1,4499,4499,1,0.678767955
33196,chr8,219199,219199,1,0.678881601
2338,chr11,270873,270873,1,0.679023413
6165,chr19,406923,406923,1,0.679074847
5778,chr17,395195,395195,1,0.679135589
14313,chr1,5475,5475,1,0.679160571
21453,chr15,351386,351386,1,0.679340102
7716,chr2,69616,69616,1,0.679375616
10055,chr5,123298,123298,1,0.679429499
19553,chr12,309410,309410,1,0.679471382
25020,chr2,66971,66971,1,0.679507386
16997,chr10,254763,254763,1,0.67952747
15438,chr1,31870,31870,1,0.679528939
21816,chr16,363737,363737,1,0.679550738
24794,chr2,62895,62895,1,0.679587721
9785,chr4,115510,115510,1,0.679596049
16650,chr10,246650,246650,1,0.679614908
25582,chr2,77332,77332,1,0.679632298
17041,chr10,255484,255484,1,0.679634747
12534,chr7,204700,204700,1,0.67964136
21277,chr15,347524,347524,1,0.679645034
17754,chr11,270053,270053,1,0.679669527
24493,chr2,56891,56891,1,0.67969206
24022,chr2,47266,47266,1,0.67975721
17172,chr10,257580,257580,1,0.679782682
24782,chr2,62625,62625,1,0.679790765
14206,chr1,3732,3732,1,0.679910534
1296,chr1,44008,44008,1,0.679965152
23083,chr17,399037,399037,1,0.680146152
5855,chr17,398764,398764,1,0.680175298
8934,chr3,89906,89906,1,0.680187789
15196,chr1,25751,25751,1,0.680189749
153,chr1,6602,6602,1,0.680250001
4169,chr14,335743,335743,1,0.680250735
30330,chr6,154394,154394,1,0.680256124
1727,chr10,252781,252781,1,0.680259308
21915,chr16,365758,365758,1,0.680273758
22285,chr17,375860,375860,1,0.680312212
34392,chrX,463588,463588,1,0.680321029
24321,chr2,53052,53052,1,0.680357523
16229,chr10,239702,239702,1,0.680368545
28650,chr4,119802,119802,1,0.680402099
13302,chr9,229100,229100,1,0.680435164
10837,chr5,141710,141710,1,0.680524807
4206,chr14,336847,336847,1,0.680545136
30965,chr6,168914,168914,1,0.68056375
23641,chr19,422131,422131,1,0.680662945
24069,chr2,48195,48195,1,0.680697235
34351,chrX,463073,463073,1,0.680705807
4393,chr15,344150,344150,1,0.680732504
15389,chr1,31414,31414,1,0.680770468
12907,chr8,217084,217084,1,0.680846395
7404,chr2,61873,61873,1,0.680918158
27194,chr3,92090,92090,1,0.680988207
16663,chr10,246823,246823,1,0.681005106
29145,chr5,128518,128518,1,0.681047234
20827,chr14,337454,337454,1,0.68105801
25267,chr2,71615,71615,1,0.681072951
4531,chr15,349688,349688,1,0.681082993
32611,chr7,207592,207592,1,0.681224315
2664,chr11,285878,285878,1,0.681264238
26410,chr22,453019,453019,1,0.681322775
10242,chr5,129051,129051,1,0.68135731
23451,chr19,412993,412993,1,0.681380088
20923,chr15,340020,340020,1,0.681382782
21404,chr15,350221,350221,1,0.681395763
257,chr1,10128,10128,1,0.681406785
26213,chr22,447660,447660,1,0.681458464
3228,chr12,305477,305477,1,0.681485651
30213,chr6,151847,151847,1,0.681490304
31208,chr6,173993,173993,1,0.681500591
21163,chr15,344864,344864,1,0.681516511
20574,chr14,331958,331958,1,0.681528023
17390,chr11,263974,263974,1,0.681638729
15908,chr1,40121,40121,1,0.681663712
493,chr1,18320,18320,1,0.681894921
5715,chr17,392891,392891,1,0.681968399
29736,chr5,140529,140529,1,0.68212907
19401,chr12,303862,303862,1,0.682140582
5588,chr17,389139,389139,1,0.682204997
2372,chr11,272678,272678,1,0.682228265
23111,chr18,401136,401136,1,0.68223096
28042,chr4,109505,109505,1,0.682248349
17013,chr10,255080,255080,1,0.682267453
21862,chr16,364663,364663,1,0.682338972
5897,chr18,401001,401001,1,0.682380364
20956,chr15,340757,340757,1,0.682407306
18416,chr11,284457,284457,1,0.682439146
30408,chr6,156966,156966,1,0.682522666
26026,chr21,442080,442080,1,0.682531973
32181,chr7,197050,197050,1,0.682533688
22989,chr17,396553,396553,1,0.682578019
16068,chr1,43588,43588,1,0.682588551
9242,chr3,99803,99803,1,0.682593205
19472,chr12,306253,306253,1,0.682604716
9941,chr4,119720,119720,1,0.682649293
16248,chr10,239887,239887,1,0.682729138
19777,chr13,314935,314935,1,0.682760244
10460,chr5,134310,134310,1,0.682760734
21885,chr16,365514,365514,1,0.682800167
33410,chr8,222877,222877,1,0.682878543
18140,chr11,280171,280171,1,0.682878788
1968,chr10,258256,258256,1,0.68288981
21718,chr16,359563,359563,1,0.682911363
10558,chr5,137185,137185,1,0.682937815
7689,chr2,68509,68509,1,0.682945408
26040,chr21,442551,442551,1,0.682975779
30928,chr6,167962,167962,1,0.68300272
10270,chr5,129923,129923,1,0.683059298
6092,chr18,404573,404573,1,0.683085505
21871,chr16,364996,364996,1,0.683092363
9513,chr4,108894,108894,1,0.683121999
24196,chr2,50846,50846,1,0.683142083
1799,chr10,254208,254208,1,0.683229767
2424,chr11,275825,275825,1,0.683264791
16116,chr1,44732,44732,1,0.68331843
1943,chr10,257615,257615,1,0.68340097
32867,chr8,212281,212281,1,0.683412971
18128,chr11,279891,279891,1,0.683516819
32882,chr8,212444,212444,1,0.683544496
21797,chr16,362863,362863,1,0.683568254
30070,chr6,147701,147701,1,0.683570948
25855,chr20,437660,437660,1,0.683587113
28340,chr4,114158,114158,1,0.683595441
23578,chr19,419208,419208,1,0.683618953
5532,chr17,386986,386986,1,0.683618953
33655,chr9,229142,229142,1,0.683620178
8092,chr20,434502,434502,1,0.68362924
10728,chr5,138372,138372,1,0.683639772
17927,chr11,273890,273890,1,0.68366402
28006,chr4,108707,108707,1,0.683676266
16076,chr1,43741,43741,1,0.683701493
12664,chr8,210291,210291,1,0.683756602
5475,chr17,384957,384957,1,0.683806811
4384,chr15,343805,343805,1,0.683823711
4032,chr14,330503,330503,1,0.68382763
31028,chr6,170758,170758,1,0.683847959
29492,chr5,134793,134793,1,0.68394495
30277,chr6,152717,152717,1,0.683968707
20,chr1,933,933,1,0.683968952
21195,chr15,345438,345438,1,0.683998833
18559,chr11,286951,286951,1,0.684008875
16880,chr10,250924,250924,1,0.684042675
8818,chr3,86999,86999,1,0.684106111
16300,chr10,241186,241186,1,0.684162199
17241,chr10,259953,259953,1,0.684191345
23821,chr19,427684,427684,1,0.684201387
25199,chr2,70560,70560,1,0.684228329
13883,chrX,460988,460988,1,0.684283682
34279,chrX,461482,461482,1,0.684294703
18557,chr11,286946,286946,1,0.684358629
24438,chr2,55080,55080,1,0.684423044
22477,chr17,382961,382961,1,0.684438965
1556,chr10,247108,247108,1,0.684563387
23990,chr2,46684,46684,1,0.684580532
29851,chr5,142226,142226,1,0.684621679
32875,chr8,212361,212361,1,0.684654989
21101,chr15,343832,343832,1,0.684713771
33863,chr9,233776,233776,1,0.684726018
4735,chr16,356794,356794,1,0.684741448
15155,chr1,24974,24974,1,0.684810027
14249,chr1,4357,4357,1,0.684810762
2058,chr11,261769,261769,1,0.684905303
8880,chr3,88409,88409,1,0.6849151
20091,chr13,320380,320380,1,0.684937388
14931,chr1,20293,20293,1,0.684990782
16877,chr10,250762,250762,1,0.685099039
28055,chr4,109679,109679,1,0.685128675
17936,chr11,273962,273962,1,0.685161985
33574,chr8,226316,226316,1,0.685178395
5067,chr16,369025,369025,1,0.685280039
16959,chr10,253885,253885,1,0.685293265
6389,chr19,416712,416712,1,0.685330984
33986,chr9,236505,236505,1,0.685334658
21520,chr15,352578,352578,1,0.685370172
14829,chr1,18429,18429,1,0.685385847
27047,chr3,89345,89345,1,0.685421117
22593,chr17,385765,385765,1,0.685497533
23675,chr19,423065,423065,1,0.68554064
4575,chr15,350778,350778,1,0.685565133
16358,chr10,242354,242354,1,0.685573705
12486,chr7,202292,202292,1,0.685623915
18618,chr11,287935,287935,1,0.685683187
23552,chr19,418503,418503,1,0.685684167
33597,chr8,227529,227529,1,0.685784341
6570,chr19,422050,422050,1,0.685817651
28965,chr5,125498,125498,1,0.685819121
28735,chr4,121170,121170,1,0.685867126
26919,chr3,87954,87954,1,0.68588868
14500,chr1,9303,9303,1,0.685893578
25326,chr2,72391,72391,1,0.685923459
34395,chrX,463654,463654,1,0.68602094
7794,chr2,72358,72358,1,0.686093683
24865,chr2,64215,64215,1,0.686138749
3031,chr12,297957,297957,1,0.686231331
19334,chr12,302303,302303,1,0.686241128
25150,chr2,69573,69573,1,0.686246026
31034,chr6,170990,170990,1,0.68634963
31686,chr7,186782,186782,1,0.686387104
29534,chr5,135813,135813,1,0.686389063
26233,chr22,448334,448334,1,0.686506137
28898,chr5,124588,124588,1,0.68654655
30702,chr6,163541,163541,1,0.68654851
26650,chr3,82141,82141,1,0.686571043
5899,chr18,401031,401031,1,0.686573492
33125,chr8,217433,217433,1,0.686575207
11899,chr7,183706,183706,1,0.686601903
26041,chr21,442552,442552,1,0.686609251
28869,chr5,123942,123942,1,0.68663105
21082,chr15,343402,343402,1,0.686645255
25133,chr2,69164,69164,1,0.686682974
23509,chr19,415991,415991,1,0.686746899
23068,chr17,398438,398438,1,0.686765024
33792,chr9,232568,232568,1,0.686833113
13736,chrX,457429,457429,1,0.68686079
13703,chrX,455934,455934,1,0.686918592
3782,chr13,323799,323799,1,0.687006521
30887,chr6,167086,167086,1,0.687019257
18506,chr11,286218,286218,1,0.687021461
15152,chr1,24888,24888,1,0.687101552
18385,chr11,284055,284055,1,0.687186541
1402,chr10,242152,242152,1,0.687188256
33197,chr8,219200,219200,1,0.687191929
27322,chr3,94419,94419,1,0.687355785
10759,chr5,139648,139648,1,0.687378073
26267,chr22,449294,449294,1,0.687379053
23239,chr18,404700,404700,1,0.68740477
2653,chr11,285513,285513,1,0.68745351
31022,chr6,170294,170294,1,0.687490004
23936,chr2,45598,45598,1,0.687526253
13680,chrX,455519,455519,1,0.687526498
985,chr1,33600,33600,1,0.687558093
13170,chr8,224702,224702,1,0.687590913
23894,chr19,430012,430012,1,0.68771656
28037,chr4,109415,109415,1,0.687776567
11088,chr6,150234,150234,1,0.687844901
30092,chr6,148377,148377,1,0.687873068
34381,chrX,463422,463422,1,0.687884334
33034,chr8,215609,215609,1,0.687929156
11510,chr6,169794,169794,1,0.687971528
22713,chr17,388952,388952,1,0.688036678
22199,chr16,372666,372666,1,0.688069253
3325,chr12,308145,308145,1,0.688069498
9248,chr3,100126,100126,1,0.688162815
34210,chrX,459869,459869,1,0.688244375
32026,chr7,193477,193477,1,0.688299728
9890,chr4,118598,118598,1,0.688321282
25374,chr2,73290,73290,1,0.688338671
22510,chr17,383426,383426,1,0.688344795
30838,chr6,166357,166357,1,0.688409455
928,chr1,31209,31209,1,0.688414354
2528,chr11,280891,280891,1,0.688465298
2063,chr11,261839,261839,1,0.688532653
16693,chr10,247648,247648,1,0.68854245
2572,chr11,282356,282356,1,0.688555921
8076,chr20,434193,434193,1,0.688579433
8686,chr3,81216,81216,1,0.688589475
17402,chr11,264153,264153,1,0.688684507
33462,chr8,223745,223745,1,0.688684751
8554,chr22,451902,451902,1,0.688829747
7894,chr2,75376,75376,1,0.688906654
14873,chr1,19759,19759,1,0.688908124
5444,chr17,384254,384254,1,0.688931882
19659,chr12,311324,311324,1,0.688982581
16580,chr10,245791,245791,1,0.688998746
24417,chr2,54843,54843,1,0.688999481
19653,chr12,311272,311272,1,0.689070509
30288,chr6,152838,152838,1,0.689139334
32672,chr8,208575,208575,1,0.689268164
15500,chr1,33048,33048,1,0.689293882
32671,chr8,208572,208572,1,0.689311026
11326,chr6,164254,164254,1,0.689378626
10950,chr6,146039,146039,1,0.689567219
13978,chrX,463315,463315,1,0.689602488
16183,chr10,239011,239011,1,0.689705602
29989,chr6,145373,145373,1,0.689707561
7842,chr2,73577,73577,1,0.689850598
23105,chr17,400882,400882,1,0.689859415
1511,chr10,245748,245748,1,0.689906931
19624,chr12,310433,310433,1,0.689981633
9410,chr4,105939,105939,1,0.689988001
18438,chr11,284766,284766,1,0.690084257
1171,chr1,40411,40411,1,0.690088666
22237,chr17,374069,374069,1,0.690242724
20670,chr14,334119,334119,1,0.690295873
968,chr1,33149,33149,1,0.690346327
12217,chr7,192124,192124,1,0.690351471
27947,chr4,107991,107991,1,0.690401436
14645,chr1,13280,13280,1,0.690414417
34250,chrX,460848,460848,1,0.690421764
28422,chr4,116081,116081,1,0.690441603
17836,chr11,271899,271899,1,0.690473199
13583,chr9,237470,237470,1,0.690473444
30703,chr6,163608,163608,1,0.690506999
7683,chr2,68379,68379,1,0.690547411
380,chr1,15060,15060,1,0.690596886
17448,chr11,265130,265130,1,0.690644647
5750,chr17,394082,394082,1,0.690654444
28152,chr4,111470,111470,1,0.690671834
10190,chr5,127479,127479,1,0.690681386
6941,chr2,46927,46927,1,0.69081585
9496,chr4,108422,108422,1,0.690826382
6657,chr19,425247,425247,1,0.690873897
28231,chr4,112502,112502,1,0.690900349
4253,chr15,339507,339507,1,0.69091284
3303,chr12,306820,306820,1,0.690949334
16558,chr10,245422,245422,1,0.691073512
14312,chr1,5474,5474,1,0.691080615
29265,chr5,131345,131345,1,0.69112813
33623,chr9,228638,228638,1,0.691172707
26684,chr3,82937,82937,1,0.691182014
23456,chr19,413167,413167,1,0.691261615
4839,chr16,361184,361184,1,0.691401222
5676,chr17,391166,391166,1,0.691470291
669,chr1,22987,22987,1,0.691485967
30641,chr6,161561,161561,1,0.691607205
8233,chr20,439879,439879,1,0.691677743
16129,chr1,44799,44799,1,0.691752936
22669,chr17,387814,387814,1,0.691789919
33134,chr8,217689,217689,1,0.691789919
14280,chr1,5054,5054,1,0.691812697
585,chr1,20878,20878,1,0.691822739
31750,chr7,188353,188353,1,0.691847477
1692,chr10,252023,252023,1,0.691896707
26322,chr22,451181,451181,1,0.691949611
21237,chr15,346377,346377,1,0.692006434
8526,chr22,451154,451154,1,0.692109302
6242,chr19,410710,410710,1,0.692179351
27421,chr3,96122,96122,1,0.692206048
7422,chr2,62523,62523,1,0.692245726
11562,chr6,170467,170467,1,0.692261646
20068,chr13,319644,319644,1,0.692360596
21316,chr15,348539,348539,1,0.692381905
30445,chr6,158382,158382,1,0.692442891
23988,chr2,46670,46670,1,0.692457587
11427,chr6,167998,167998,1,0.692502898
7292,chr2,58193,58193,1,0.692606257
20538,chr14,331222,331222,1,0.69262732
22105,chr16,370220,370220,1,0.692755661
32507,chr7,204927,204927,1,0.692768887
28485,chr4,117040,117040,1,0.692772316
27303,chr3,94129,94129,1,0.692776725
15827,chr1,38624,38624,1,0.692895024
24943,chr2,65059,65059,1,0.692901637
14460,chr1,8647,8647,1,0.692923435
4538,chr15,349846,349846,1,0.693001567
28266,chr4,113207,113207,1,0.693046143
31786,chr7,188858,188858,1,0.693103701
30266,chr6,152531,152531,1,0.693185016
32024,chr7,193439,193439,1,0.693212448
7390,chr2,61590,61590,1,0.693388304
26534,chr3,80229,80229,1,0.693419165
14669,chr1,13850,13850,1,0.693439494
18969,chr12,293872,293872,1,0.693482601
8827,chr3,87108,87108,1,0.693490683
8123,chr20,436174,436174,1,0.693523014
2672,chr11,286129,286129,1,0.693558773
13129,chr8,222780,222780,1,0.693565876
7764,chr2,71313,71313,1,0.693599675
5660,chr17,391008,391008,1,0.693744916
18434,chr11,284723,284723,1,0.693746386
9152,chr3,97226,97226,1,0.693970738
15576,chr1,34452,34452,1,0.693974657
3739,chr13,321755,321755,1,0.693998904
3586,chr13,318286,318286,1,0.694060136
17236,chr10,259807,259807,1,0.694142186
10870,chr5,142679,142679,1,0.694148554
31194,chr6,173748,173748,1,0.694160065
24317,chr2,53021,53021,1,0.694166433
27105,chr3,90457,90457,1,0.694235992
12160,chr7,190508,190508,1,0.694276405
26574,chr3,80915,80915,1,0.694280324
32035,chr7,193632,193632,1,0.694301632
11540,chr6,170011,170011,1,0.694310695
14368,chr1,7055,7055,1,0.694318777
31002,chr6,169844,169844,1,0.694347433
712,chr1,24008,24008,1,0.694351107
1548,chr10,246680,246680,1,0.694353067
9738,chr4,114585,114585,1,0.694414053
20556,chr14,331578,331578,1,0.694416747
28178,chr4,111703,111703,1,0.694443934
7371,chr2,61203,61203,1,0.694485082
16041,chr1,43323,43323,1,0.694493654
4346,chr15,342587,342587,1,0.694542639
34333,chrX,462913,462913,1,0.694565172
20456,chr14,328707,328707,1,0.694580848
16648,chr10,246540,246540,1,0.694645753
27919,chr4,107547,107547,1,0.694717516
12624,chr7,207982,207982,1,0.694729028
32610,chr7,207541,207541,1,0.694739559
6762,chr19,428269,428269,1,0.694750336
18547,chr11,286757,286757,1,0.694754255
18637,chr11,288113,288113,1,0.6947714
2342,chr11,271046,271046,1,0.694818426
14992,chr1,21366,21366,1,0.694836305
