"","chr","start","end","value","area","cluster","indexStart","indexEnd","L","clusterL","p.value","fwer","p.valueArea","fwerArea"
"326","chr10",26730696,26730696,-0.0338929594416763,0.0338929594416763,21298,242587,242587,1,1,0.722246211862171,1,0.729560663937709,1
"272","chr1",113500384,113500384,-0.0338927770472068,0.0338927770472068,10797,25803,25803,1,19,0.722261843120781,1,0.729576295196319,1
"898","chr6",32552106,32552106,-0.0338876086761156,0.0338876086761156,156374,159821,159821,1,12,0.72271075332897,1,0.730001758516594,1
"947","chr6",164975487,164975487,-0.0338844341156932,0.0338844341156932,163473,177264,177264,1,1,0.722997000752254,1,0.73027115348919,1
"769","chr3",150888616,150888616,-0.0338841119721941,0.0338841119721941,131022,96539,96539,1,1,0.723028751746305,1,0.730300950575914,1
"437","chr12",111176852,111176852,-0.0338753921348695,0.0338753921348695,47571,305041,305041,1,1,0.723814710968259,1,0.73104636622085,1
"774","chr3",170074131,170074131,-0.0338730846927153,0.0338730846927153,131748,98059,98059,1,2,0.724008636270382,1,0.731227591125353,1
"637","chr2",6962835,6962835,-0.0338626390134507,0.0338626390134507,99027,46731,46731,1,1,0.724960921853476,1,0.73212834240272,1
"963","chr7",33301429,33301429,-0.0338525886275716,0.0338525886275716,167649,188594,188594,1,1,0.725853613263123,1,0.732971453413965,1
"1018","chr8",3269952,3269952,-0.0338482891007581,0.0338482891007581,177108,210236,210236,1,1,0.726252454596078,1,0.733350755673658,1
"337","chr10",74057977,74057977,-0.0338478576150156,0.0338478576150156,23873,247897,247897,1,7,0.726286647974287,1,0.733383972098203,1
"476","chr14",55139669,55139669,-0.0338429134002763,0.0338429134002763,57072,328097,328097,1,1,0.726740442950791,1,0.733810656610557,1
"38","chr11",1413093,1413093,0.0338243885193483,0.0338243885193483,29718,262719,262719,1,4,0.728399310270714,1,0.735382330816049,1
"690","chr2",213933386,213933386,-0.0338121007633664,0.0338121007633664,110661,71267,71267,1,1,0.729506198770992,1,0.736428648189216,1
"78","chr15",63758958,63758958,0.0338089199777668,0.0338089199777668,64672,345128,345128,1,1,0.729801483015661,1,0.736711964751512,1
"819","chr4",129582864,129582864,-0.0338040605959739,0.0338040605959739,139993,116482,116482,1,1,0.730254789515333,1,0.737144999462676,1
"1048","chr8",142250257,142250257,-0.0338024564669408,0.0338024564669408,184492,225396,225396,1,1,0.730404751902617,1,0.737288123174318,1
"626","chr19",52862167,52862167,-0.0337961444212862,0.0337961444212862,97159,428007,428007,1,1,0.730981887279086,1,0.737840590470794,1
"53","chr12",9217669,9217669,0.0337931551348067,0.0337931551348067,41566,291452,291452,1,12,0.731260563311482,1,0.73810363524458,1
"548","chr16",89628853,89628853,-0.0337737309184697,0.0337737309184697,76698,373535,373535,1,2,0.732998075401284,1,0.739749802166883,1
"1038","chr8",74258684,74258684,-0.0337716935353055,0.0337716935353055,181250,219099,219099,1,1,0.733185650504597,1,0.739926630779902,1
"1036","chr8",71039880,71039880,-0.0337672964898458,0.0337672964898458,181100,218783,218783,1,1,0.733569349055774,1,0.740295430787718,1
"962","chr7",31147341,31147341,-0.0337560108346087,0.0337560108346087,167528,188339,188339,1,2,0.734617131859436,1,0.741290702331988,1
"546","chr16",89390609,89390609,-0.0337547507982587,0.0337547507982587,76608,373305,373305,1,4,0.734736564444748,1,0.741404273195322,1
"832","chr5",14414979,14414979,-0.033753773794036,0.033753773794036,143953,125530,125530,1,2,0.734825955704921,1,0.741488535448764,1
"823","chr4",156710094,156710094,-0.0337429480103227,0.0337429480103227,141050,118643,118643,1,1,0.735798757314941,1,0.742412733614045,1
"391","chr11",94536536,94536536,-0.0337407210163663,0.0337407210163663,37411,282139,282139,1,1,0.736008313875673,1,0.742609834015573,1
"737","chr3",44730244,44730244,-0.0337371306534987,0.0337371306534987,124988,83618,83618,1,1,0.736319717855782,1,0.742905362498657,1
"327","chr10",27546458,27546458,-0.0337173959418281,0.0337173959418281,21346,242725,242725,1,1,0.738111450873885,1,0.744606727302924,1
"805","chr4",57848125,57848125,-0.0337059621080511,0.0337059621080511,137422,111147,111147,1,1,0.739173399505661,1,0.74561787434422,1
"610","chr19",10218184,10218184,-0.0336776541873344,0.0336776541873344,91795,413003,413003,1,2,0.741763059428091,1,0.748074180091638,1
"659","chr2",64964564,64964564,-0.0336761581222879,0.0336761581222879,102729,54446,54446,1,1,0.74189079611954,1,0.748193612676951,1
"58","chr12",131118561,131118561,0.0336758972774435,0.0336758972774435,49559,310002,310002,1,4,0.741912533338544,1,0.748213640227044,1
"661","chr2",97190408,97190408,-0.0336724347104271,0.0336724347104271,104514,58562,58562,1,1,0.742225158510732,1,0.74851307652478,1
"455","chr13",61221316,61221316,-0.0336701474858481,0.0336701474858481,52868,317791,317791,1,1,0.742430807256812,1,0.748707978780566,1
"454","chr13",50702795,50702795,-0.0336661500510204,0.0336661500510204,52461,317033,317033,1,19,0.74279716488047,1,0.749057728191952,1
"13","chr1",149170327,149170327,0.0336650687711338,0.0336650687711338,11703,27851,27851,1,5,0.742901943160836,1,0.749157377465587,1
"246","chr1",24229682,24229682,-0.0336649073055531,0.0336649073055531,4548,10979,10979,1,6,0.742917574419445,1,0.74917276448578,1
"137","chr22",18706050,18706050,0.0336438979143628,0.0336438979143628,119267,445695,445695,1,1,0.744874168368194,1,0.751026534061489,1
"1004","chr7",155855572,155855572,-0.0336416544769886,0.0336416544769886,175620,206203,206203,1,7,0.745079817114274,1,0.751225099893512,1
"755","chr3",103532469,103532469,-0.0336341928302222,0.0336341928302222,128078,90258,90258,1,1,0.74577150030774,1,0.751883322424017,1
"792","chr4",4442273,4442273,-0.0336304936045996,0.0336304936045996,134928,105622,105622,1,1,0.746118807334968,1,0.752213777000557,1
"462","chr13",111535587,111535587,-0.0336304035884056,0.0336304035884056,54476,321208,321208,1,2,0.746126867202689,1,0.752221836868277,1
"181","chr6",30851086,30851086,0.0336236328195213,0.0336236328195213,155901,155111,155111,1,51,0.746757735030627,1,0.752823396086324,1
"753","chr3",81886014,81886014,-0.0336225314592361,0.0336225314592361,127609,89308,89308,1,1,0.746867886556141,1,0.752927685889858,1
"102","chr17",63543769,63543769,0.0336087494869338,0.0336087494869338,84177,392895,392895,1,1,0.748144276516965,1,0.754138131478424,1
"156","chr4",187422114,187422114,0.0336071604099516,0.0336071604099516,142257,121223,121223,1,6,0.748288132943854,1,0.754272462607099,1
"1020","chr8",7332851,7332851,-0.033599915631439,0.033599915631439,177275,210585,210585,1,1,0.748973221700095,1,0.754925067654041,1
"305","chr1",235268621,235268621,-0.0335961066986935,0.0335961066986935,18358,42928,42928,1,8,0.749335427270685,1,0.755269932297111,1
"588","chr17",76801065,76801065,-0.0335949689193308,0.0335949689193308,85683,396539,396539,1,8,0.749446799988277,1,0.755376664484803,1
"651","chr2",37816339,37816339,-0.0335871139899833,0.0335871139899833,101136,51187,51187,1,1,0.75017389775203,1,0.756066882247775,1
"804","chr4",57507828,57507828,-0.0335787513828938,0.0335787513828938,137394,111060,111060,1,1,0.750961322404478,1,0.756820113522016,1
"480","chr14",65770225,65770225,-0.0335773265642146,0.0335773265642146,57821,329736,329736,1,1,0.751093699625827,1,0.756945896306138,1
"842","chr5",77701852,77701852,-0.0335728913373547,0.0335728913373547,146449,130760,130760,1,1,0.751504752879571,1,0.757336677771373,1
"270","chr1",108735549,108735549,-0.0335716202903681,0.0335716202903681,10285,24473,24473,1,4,0.751630535663693,1,0.757457820025596,1
"922","chr6",80787529,80787529,-0.0335428001917238,0.0335428001917238,159287,168340,168340,1,1,0.754292978634023,1,0.759991549350814,1
"608","chr19",9472210,9472210,-0.0335402849380358,0.0335402849380358,91705,412704,412704,1,1,0.75453233228148,1,0.760218202600651,1
"876","chr6",22568278,22568278,-0.0335386830881912,0.0335386830881912,154789,148967,148967,1,2,0.754681806191932,1,0.76036034935863,1
"953","chr7",797592,797592,-0.0335383555694011,0.0335383555694011,164671,180427,180427,1,1,0.75471428990123,1,0.76039039068377,1
"592","chr17",78865373,78865373,-0.0335268680954572,0.0335268680954572,86200,398053,398053,1,9,0.755762072704892,1,0.761388348850614,1
"784","chr3",186505347,186505347,-0.0335070681045773,0.0335070681045773,132805,100226,100226,1,3,0.757592639631102,1,0.763133920808136,1
"294","chr1",182922705,182922705,-0.0334953413282586,0.0334953413282586,14720,35253,35253,1,12,0.758703680184449,1,0.764194404009418,1
"451","chr13",37337525,37337525,-0.0334897929483144,0.0334897929483144,51635,315259,315259,1,1,0.759225129202122,1,0.764692650377593,1
"173","chr6",313464,313464,0.0334879712721135,0.0334879712721135,152892,145130,145130,1,1,0.759381930265048,1,0.764839681903887,1
"332","chr10",54633831,54633831,-0.033472732503632,0.033472732503632,22918,245884,245884,1,1,0.760786789632568,1,0.766176154514991,1
"631","chr19",55476669,55476669,-0.0334642388009648,0.0334642388009648,97610,429226,429226,1,3,0.761593753358278,1,0.766946726716752,1
"197","chr6",170338591,170338591,0.0334442989068536,0.0334442989068536,164297,179373,179373,1,6,0.763473412206059,1,0.768743832980002,1
"811","chr4",89631033,89631033,-0.0334346283586901,0.0334346283586901,138642,113641,113641,1,1,0.76439126017253,1,0.76962138160787,1
"759","chr3",112814660,112814660,-0.0334268153802215,0.0334268153802215,128450,90942,90942,1,1,0.765153528268154,1,0.770346525464297,1
"1085","chrX",146360769,146360769,-0.0334224393594131,0.0334224393594131,194573,463017,463017,1,1,0.765549438740121,1,0.770726316200823,1
"956","chr7",2606824,2606824,-0.0334097906678282,0.0334097906678282,165423,182985,182985,1,6,0.766754266845123,1,0.771878388808019,1
"878","chr6",28540442,28540442,-0.0334035811282233,0.0334035811282233,155414,151024,151024,1,3,0.767337996658819,1,0.772437939018552,1
"667","chr2",113190197,113190197,-0.0334035344638785,0.0334035344638785,105648,60909,60909,1,2,0.767342881427134,1,0.772442823786868,1
"977","chr7",80252533,80252533,-0.0334021946715802,0.0334021946715802,170555,194559,194559,1,1,0.767465244873436,1,0.772560790941686,1
"698","chr2",241854588,241854588,-0.0334011454777064,0.0334011454777064,113388,77298,77298,1,1,0.767561719047666,1,0.772653601539679,1
"311","chr1",244376620,244376620,-0.0333959618049405,0.0333959618049405,18839,43928,43928,1,1,0.768054103693862,1,0.773123272013208,1
"538","chr16",31886923,31886923,-0.0333891658203088,0.0333891658203088,72205,362975,362975,1,1,0.76867691165408,1,0.773719213747692,1
"8","chr1",147801218,147801218,0.0333841211100925,0.0333841211100925,11618,27678,27678,1,9,0.769162457624635,1,0.774185709121816,1
"443","chr12",131576088,131576088,-0.0333788154611206,0.0333788154611206,49668,310305,310305,1,1,0.769657040416573,1,0.77466148555574,1
"1030","chr8",41628552,41628552,-0.0333778199530154,0.0333778199530154,179781,215862,215862,1,2,0.769742523862093,1,0.774743793901855,1
"440","chr12",122467179,122467179,-0.0333720513800877,0.0333720513800877,48633,307858,307858,1,2,0.770300852880548,1,0.775280629939722,1
"847","chr5",126370787,126370787,-0.0333580370996424,0.0333580370996424,148355,134511,134511,1,1,0.771640744829473,1,0.776557508377378,1
"571","chr17",46709858,46709858,-0.0333578478962716,0.0333578478962716,82724,389318,389318,1,2,0.771660772379566,1,0.776576314735392,1
"253","chr1",37973652,37973652,-0.0333564641672134,0.0333564641672134,6203,15105,15105,1,1,0.77179168417042,1,0.776701853281099,1
"72","chr15",30336915,30336915,0.0333473003981618,0.0333473003981618,62344,339988,339988,1,5,0.772668255844625,1,0.777541056477691,1
"809","chr4",79126719,79126719,-0.0333332658800769,0.0333332658800769,138119,112463,112463,1,1,0.774000820641077,1,0.778814027100695,1
"605","chr19",2200504,2200504,-0.0333298300562405,0.0333298300562405,90167,408769,408769,1,5,0.774334206078606,1,0.779132513994861,1
"167","chr5",140719008,140719008,0.033314237520781,0.033314237520781,149605,137736,137736,1,10,0.775857765316191,1,0.780588907668109,1
"726","chr22",39713022,39713022,-0.0333091495092951,0.0333091495092951,121059,450229,450229,1,10,0.776351371154466,1,0.781061264764212,1
"1019","chr8",6418978,6418978,-0.033306159495922,0.033306159495922,177173,210357,210357,1,4,0.776642747584482,1,0.781341894703934,1
"335","chr10",65442289,65442289,-0.0333044709499368,0.0333044709499368,23293,246632,246632,1,1,0.776811027852949,1,0.781503824773591,1
"1070","chrX",13680281,13680281,-0.0333015148976394,0.0333015148976394,191475,454140,454140,1,1,0.777090680839008,1,0.781771265838861,1
"536","chr16",30545507,30545507,-0.0332995215709883,0.0332995215709883,71915,362113,362113,1,8,0.77728118680331,1,0.781954933127522,1
"26","chr10",38069720,38069720,0.0332991479266656,0.0332991479266656,22024,243950,243950,1,5,0.777319532234586,1,0.781991813128303,1
"540","chr16",49875061,49875061,-0.0332910836327315,0.0332910836327315,72640,363810,363810,1,1,0.778107201125451,1,0.782745777117791,1
"415","chr12",31584191,31584191,-0.0332864641462382,0.0332864641462382,42786,293903,293903,1,1,0.778543166697603,1,0.78316464600084,1
"333","chr10",62540149,62540149,-0.0332854575761239,0.0332854575761239,23112,246263,246263,1,1,0.778642083255991,1,0.783257212360418,1
"902","chr6",33094339,33094339,-0.0332801792822027,0.0332801792822027,156486,160858,160858,1,6,0.77914472591565,1,0.78373714084741,1
"725","chr22",39712956,39712956,-0.0332776459092962,0.0332776459092962,121059,450226,450226,1,10,0.779388231616174,1,0.783970632772888,1
"750","chr3",70432664,70432664,-0.033266019364294,0.033266019364294,127158,88590,88590,1,1,0.780498539454274,1,0.785037710411395,1
"141","chr22",32599516,32599516,0.0332579169557377,0.0332579169557377,120477,448767,448767,1,4,0.781284498676228,1,0.78578898777831,1
"281","chr1",154439516,154439516,-0.0332508767056176,0.0332508767056176,12383,29755,29755,1,1,0.781943453921981,1,0.786416680506844,1
"247","chr1",26449233,26449233,-0.0332447597634032,0.0332447597634032,4840,11714,11714,1,1,0.782521322013697,1,0.786974276810051,1
"649","chr2",28200724,28200724,-0.0332434709174791,0.0332434709174791,100626,50260,50260,1,1,0.782651012612472,1,0.787098105686847,1
"765","chr3",135688971,135688971,-0.0332422435096719,0.0332422435096719,130190,94593,94593,1,1,0.78277703963501,1,0.787219736417902,1
"826","chr4",189376729,189376729,-0.0332416081368376,0.0332416081368376,142441,121622,121622,1,2,0.782839808907864,1,0.787278842114518,1
"705","chr20",36793866,36793866,-0.0332412335286995,0.0332412335286995,115445,436180,436180,1,13,0.782874490762903,1,0.787311325823816,1
"916","chr6",50947261,50947261,-0.0332411605853491,0.0332411605853491,158379,166479,166479,1,1,0.782880352484882,1,0.787316943307379,1
"711","chr20",57617168,57617168,-0.0332314409020893,0.0332314409020893,116511,439296,439296,1,8,0.783808214226399,1,0.788203040279799,1
"430","chr12",83231401,83231401,-0.0332285481979032,0.0332285481979032,46051,301788,301788,1,1,0.784092751980774,1,0.788475610351801,1
"304","chr1",235122803,235122803,-0.0332231868928707,0.0332231868928707,18348,42904,42904,1,1,0.784611758614289,1,0.788973368243144,1
"575","chr17",54991456,54991456,-0.0331918367036533,0.0331918367036533,83353,390922,390922,1,13,0.787687697222521,1,0.791918395060522,1
"693","chr2",228331319,228331319,-0.0331896593552222,0.0331896593552222,111723,73513,73513,1,1,0.787886995769791,1,0.792110366455319,1
"585","chr17",74696872,74696872,-0.0331830857490039,0.0331830857490039,85286,395542,395542,1,3,0.788508094061099,1,0.792707285143466,1
"504","chr15",65592973,65592973,-0.0331778441560268,0.0331778441560268,64887,345604,345604,1,6,0.789016109965904,1,0.793195517736594,1
"71","chr15",25123688,25123688,0.0331766802838168,0.0331766802838168,61856,338824,338824,1,6,0.789129680829238,1,0.793304448070028,1
"687","chr2",201831749,201831749,-0.0331755263458981,0.0331755263458981,109989,69924,69924,1,1,0.789237878447425,1,0.79340947058881,1
"146","chr3",73045440,73045440,0.0331745988265386,0.0331745988265386,127372,88912,88912,1,9,0.789330444807003,1,0.793498129133735,1
"1069","chrX",2822261,2822261,-0.03317387101467,0.03317387101467,191234,453540,453540,1,1,0.789401762424408,1,0.793566760128567,1
"379","chr11",65262358,65262358,-0.033164591641638,0.033164591641638,34767,275501,275501,1,1,0.790315214099395,1,0.79444406451802,1
"268","chr1",95268325,95268325,-0.033152648973998,0.033152648973998,9962,23752,23752,1,1,0.791480964057875,1,0.795560722554929,1
"515","chr15",85640762,85640762,-0.0331499120397616,0.0331499120397616,66917,349949,349949,1,1,0.791759640090271,1,0.795828896335447,1
"45","chr11",65816521,65816521,0.0331426831859966,0.0331426831859966,34938,276058,276058,1,10,0.792487470569271,1,0.79652424310515,1
"108","chr19",1465962,1465962,0.0331327289224999,0.0331327289224999,89874,408035,408035,1,9,0.793454166218896,1,0.797454058753993,1
"683","chr2",191612466,191612466,-0.0331305652788863,0.0331305652788863,109556,68998,68998,1,1,0.793678865561406,1,0.797670698228783,1
"857","chr5",150727045,150727045,-0.0331158319854109,0.0331158319854109,150496,139759,139759,1,4,0.795106194863178,1,0.799040387264432,1
"426","chr12",68848994,68848994,-0.0331048465334536,0.0331048465334536,45470,300653,300653,1,1,0.796165701110796,1,0.800058617219785,1
"822","chr4",155702266,155702266,-0.0331017420154214,0.0331017420154214,141014,118549,118549,1,12,0.796479547475063,1,0.800362694047421,1
"339","chr10",79446426,79446426,-0.0330988212583965,0.0330988212583965,24329,248817,248817,1,1,0.796757246553796,1,0.800631112066355,1
"955","chr7",1000210,1000210,-0.0330969998835439,0.0330969998835439,164783,180757,180757,1,3,0.796926503775926,1,0.800793530612843,1
"810","chr4",79258587,79258587,-0.0330895762678869,0.0330895762678869,138131,112475,112475,1,1,0.797662149884231,1,0.801501089303334,1
"1007","chr7",157198699,157198699,-0.0330855099974834,0.0330855099974834,175803,206719,206719,1,3,0.798058060356197,1,0.80188258970877,1
"1028","chr8",37755555,37755555,-0.0330763777377023,0.0330763777377023,179472,215162,215162,1,3,0.798968092693364,1,0.802753788137829,1
"457","chr13",98799358,98799358,-0.0330608341382942,0.0330608341382942,53688,319472,319472,1,1,0.80049678093768,1,0.804224591877607,1
"615","chr19",30435467,30435467,-0.0330566372427609,0.0330566372427609,93843,418897,418897,1,1,0.800924198165281,1,0.804632470031946,1
"245","chr1",24229575,24229575,-0.0330565474808336,0.0330565474808336,4548,10977,10977,1,6,0.800934944655575,1,0.804642483806993,1
"1000","chr7",151169370,151169370,-0.0330493759907257,0.0330493759907257,175199,205157,205157,1,1,0.801650074736955,1,0.805332213093133,1
"740","chr3",46411447,46411447,-0.0330394763488736,0.0330394763488736,125164,84007,84007,1,2,0.802637530651921,1,0.806285231391475,1
"321","chr10",6227266,6227266,-0.0330167580957715,0.0330167580957715,20184,240026,240026,1,1,0.804917007786321,1,0.80847775964986,1
"49","chr11",111411071,111411071,0.0330112118682297,0.0330112118682297,38089,283551,283551,1,10,0.805471184751707,1,0.80901093211149,1
"860","chr5",176732093,176732093,-0.033010909193193,0.033010909193193,152122,143175,143175,1,9,0.805506110845163,1,0.809044881251282,1
"374","chr11",60050143,60050143,-0.0330039571370454,0.0330039571370454,33810,272683,272683,1,1,0.80621391377407,1,0.809725573716039,1
"56","chr12",33205862,33205862,0.0330031209721027,0.0330031209721027,42884,294111,294111,1,4,0.806303793511074,1,0.809812278353638,1
"531","chr16",11194243,11194243,-0.0329958143815436,0.0329958143815436,70333,358699,358699,1,1,0.807018679354038,1,0.810499809494036,1
"1027","chr8",30513708,30513708,-0.0329882480554233,0.0329882480554233,179188,214587,214587,1,1,0.807780214734415,1,0.811235699840757,1
"768","chr3",149420985,149420985,-0.0329818829233852,0.0329818829233852,130895,96286,96286,1,1,0.808421340575816,1,0.811851669125333,1
"363","chr11",5841482,5841482,-0.0329803876658165,0.0329803876658165,30516,265267,265267,1,2,0.808566173956369,1,0.811992350452818,1
"945","chr6",158896790,158896790,-0.0329697848535137,0.0329697848535137,163017,176277,176277,1,1,0.809652546429723,1,0.813036469680243,1
"527","chr16",6913336,6913336,-0.0329648489919763,0.0329648489919763,70079,358192,358192,1,1,0.810139313592356,1,0.81350687286902,1
"573","chr17",52849566,52849566,-0.0329635160864705,0.0329635160864705,83234,390672,390672,1,1,0.810280239158257,1,0.813643646381852,1
"561","chr17",21189859,21189859,-0.0329517995058058,0.0329517995058058,79736,381485,381485,1,2,0.811477007395539,1,0.814794497796969,1
"516","chr15",99458162,99458162,-0.0329471661573501,0.0329471661573501,67933,352180,352180,1,1,0.811958645551441,1,0.815258795025352,1
"556","chr17",9940121,9940121,-0.0329261232711771,0.0329261232711771,78645,379116,379116,1,4,0.814069842417374,1,0.817296476128137,1
"1034","chr8",67343066,67343066,-0.0329217851133332,0.0329217851133332,180902,218336,218336,1,3,0.81451948534081,1,0.817731708985043,1
"485","chr14",81426577,81426577,-0.0329211987483833,0.0329211987483833,59058,332309,332309,1,5,0.814579079514259,1,0.817790081966412,1
"545","chr16",88871329,88871329,-0.0329207929602134,0.0329207929602134,76350,372550,372550,1,2,0.814622065475434,1,0.817831846735509,1
"434","chr12",109072293,109072293,-0.0329122919100014,0.0329122919100014,47309,304404,304404,1,1,0.815478365361131,1,0.818659082249729,1
"855","chr5",148398804,148398804,-0.0329121313356964,0.0329121313356964,150174,139033,139033,1,1,0.815497415957561,1,0.818677644369328,1
"670","chr2",113957041,113957041,-0.0329114166364099,0.0329114166364099,105743,61121,61121,1,5,0.815570931720708,1,0.818747496556238,1
"499","chr15",45319037,45319037,-0.0328945550379107,0.0328945550379107,63525,342713,342713,1,1,0.817317236393478,1,0.820432008909817,1
"835","chr5",43602116,43602116,-0.0328831363932789,0.0328831363932789,144995,127707,127707,1,18,0.818435359860882,1,0.821519114098418,1
"429","chr12",76577488,76577488,-0.0328795975226646,0.0328795975226646,45812,301347,301347,1,1,0.818780712980783,1,0.821853232251194,1
"256","chr1",44358979,44358979,-0.0328775824916164,0.0328775824916164,7012,17092,17092,1,1,0.818982698150627,1,0.822046669076486,1
"731","chr3",24284272,24284272,-0.0328728195821034,0.0328728195821034,123866,81172,81172,1,1,0.819455787961977,1,0.822503394913979,1
"497","chr15",37782428,37782428,-0.0328697854817977,0.0328697854817977,62810,340923,340923,1,7,0.819762795650602,1,0.822799900350726,1
"250","chr1",32409096,32409096,-0.0328680712203142,0.0328680712203142,5577,13578,13578,1,1,0.819942310886195,1,0.822974042341172,1
"493","chr15",30920627,30920627,-0.032864494378486,0.032864494378486,62375,340042,340042,1,1,0.820319415000146,1,0.823336492150177,1
"211","chr7",133168802,133168802,0.0328616922445453,0.0328616922445453,173759,201952,201952,1,1,0.820608104807589,1,0.82361590089782,1
"168","chr5",140794993,140794993,0.0328426903976213,0.0328426903976213,149642,137945,137945,1,4,0.82251780498051,1,0.825466251135709,1
"299","chr1",212003989,212003989,-0.0328329391064787,0.0328329391064787,16540,39043,39043,1,12,0.82353334831329,1,0.826454439765922,1
"284","chr1",159897056,159897056,-0.0328319924776064,0.0328319924776064,13142,31756,31756,1,1,0.823624937719204,1,0.826542121357184,1
"986","chr7",104939819,104939819,-0.0328222632960402,0.0328222632960402,172210,198826,198826,1,2,0.82464707548921,1,0.827532019656308,1
"503","chr15",61091220,61091220,-0.0328079450882488,0.0328079450882488,64439,344677,344677,1,1,0.826086372473354,1,0.828928574917692,1
"701","chr20",584773,584773,-0.0327975586914606,0.0327975586914606,113781,431484,431484,1,1,0.827163952363739,1,0.829966588184722,1
"501","chr15",58353849,58353849,-0.0327870091238502,0.0327870091238502,64228,344242,344242,1,1,0.828266444572534,1,0.831034154300062,1
"276","chr1",121448638,121448638,-0.0327833321384936,0.0327833321384936,11321,26982,26982,1,1,0.828663331998163,1,0.83141956252015,1
"909","chr6",37078520,37078520,-0.0327677379573698,0.0327677379573698,157139,163755,163755,1,1,0.830241844879297,1,0.832942633280903,1
"885","chr6",30023112,30023112,-0.0327636745317698,0.0327636745317698,155722,153055,153055,1,2,0.83066975058373,1,0.833361013687121,1
"760","chr3",117118875,117118875,-0.0327464406386688,0.0327464406386688,128679,91352,91352,1,1,0.832452202542033,1,0.835083871471976,1
"728","chr22",46328304,46328304,-0.0327461052714441,0.0327461052714441,121725,451966,451966,1,1,0.832483953536084,1,0.835114401273948,1
"688","chr2",204734181,204734181,-0.0327458412001103,0.0327458412001103,110208,70416,70416,1,1,0.832510087046571,1,0.835140046307604,1
"668","chr2",113735451,113735451,-0.0327394772693454,0.0327394772693454,105703,61041,61041,1,5,0.833174904014303,1,0.835783858771578,1
"911","chr6",44033980,44033980,-0.0327342989374596,0.0327342989374596,157971,165605,165605,1,1,0.833712961244248,1,0.836303598120341,1
"544","chr16",84786436,84786436,-0.0327157208632816,0.0327157208632816,75198,369655,369655,1,1,0.835643665920925,1,0.838174220146738,1
"517","chr15",99722217,99722217,-0.0327001308198698,0.0327001308198698,67976,352280,352280,1,1,0.837258326087594,1,0.839739055676589,1
"890","chr6",31127863,31127863,-0.0326992279206774,0.0326992279206774,155972,155631,155631,1,54,0.837348694301429,1,0.839825516075772,1
"9","chr1",149145082,149145082,0.0326980558743522,0.0326980558743522,11690,27814,27814,1,5,0.837473744370305,1,0.83994641409158,1
"225","chrX",8751524,8751524,0.0326815789206205,0.0326815789206205,191325,453763,453763,1,7,0.839177307320314,1,0.841597465782198,1
"946","chr6",161459571,161459571,-0.0326815687470603,0.0326815687470603,163285,176878,176878,1,1,0.839178284273977,1,0.841598442735861,1
"979","chr7",81746161,81746161,-0.0326721854259429,0.0326721854259429,170608,194638,194638,1,1,0.840176730917653,1,0.842568069246476,1
"482","chr14",69095679,69095679,-0.0326695075388089,0.0326695075388089,58001,330066,330066,1,5,0.84045760509579,1,0.842838441172735,1
"218","chr8",16885000,16885000,0.0326653941117192,0.0326653941117192,177996,212017,212017,1,8,0.840883068416065,1,0.843253158002716,1
"795","chr4",6695464,6695464,-0.0326596317190178,0.0326596317190178,135161,106252,106252,1,9,0.841496595316484,1,0.843850320929278,1
"856","chr5",150323558,150323558,-0.0326562046188484,0.0326562046188484,150450,139645,139645,1,1,0.841858312410242,1,0.844198604910169,1
"249","chr1",32405360,32405360,-0.0326488433624506,0.0326488433624506,5575,13576,13576,1,2,0.842666741566447,1,0.844986762277865,1
"106","chr18",21079381,21079381,0.0326383689565053,0.0326383689565053,87724,402640,402640,1,1,0.843752137086138,1,0.846040895280337,1
"331","chr10",52156632,52156632,-0.0326378118430375,0.0326378118430375,22803,245671,245671,1,1,0.843809044637013,1,0.84609560468547,1
"733","chr3",30327579,30327579,-0.0326340876707678,0.0326340876707678,124064,81606,81606,1,1,0.844213991930363,1,0.84649127091902,1
"815","chr4",110837358,110837358,-0.0326247661164277,0.0326247661164277,139303,115027,115027,1,1,0.84517653552692,1,0.84742133080628,1
"562","chr17",25799447,25799447,-0.0326046094728917,0.0326046094728917,79873,381826,381826,1,9,0.847318994910071,1,0.849500288201331,1
"770","chr3",151034474,151034474,-0.0326035239193416,0.0326035239193416,131042,96567,96567,1,3,0.847429879150832,1,0.849608730057933,1
"140","chr22",24384397,24384397,0.0326006931707415,0.0326006931707415,119881,447214,447214,1,13,0.847720278627185,1,0.849889848474487,1
"221","chr8",74282931,74282931,0.0325878016394301,0.0325878016394301,181254,219104,219104,1,2,0.849088746470755,1,0.851222169032523,1
"1073","chrX",41302010,41302010,-0.0325720777465852,0.0325720777465852,192132,455956,455956,1,5,0.85073076133999,1,0.852820953702166,1
"992","chr7",115608503,115608503,-0.0325571020043726,0.0325571020043726,172696,199709,199709,1,2,0.852326370910228,1,0.854374310026475,1
"845","chr5",118689961,118689961,-0.0325480610925594,0.0325480610925594,148003,133853,133853,1,1,0.853268154241444,1,0.855286052032552,1
"449","chr13",27927490,27927490,-0.0325375573205555,0.0325375573205555,51005,313870,313870,1,1,0.854392872146074,1,0.85638024013521,1
"312","chr1",244517177,244517177,-0.0325289423904517,0.0325289423904517,18850,43945,43945,1,1,0.855316826072939,1,0.857276839359509,1
