,chr,length,start,end,p
38163,chr2,1,57752,57752,0.01
38164,chr2,1,57755,57755,0.01
38165,chr2,1,57758,57758,0.01
38166,chr2,1,57763,57763,0.01
38167,chr2,1,57780,57780,0.01
38168,chr2,1,57785,57785,0.01
38169,chr2,1,57792,57792,0.01
38170,chr2,1,57804,57804,0.01
38171,chr2,1,57807,57807,0.01
38172,chr2,2,57811,57812,0.01
38173,chr2,1,57829,57829,0.01
38174,chr2,1,57839,57839,0.01
38175,chr2,2,57852,57853,0.01
38176,chr2,1,57871,57871,0.01
38177,chr2,1,57880,57880,0.01
38178,chr2,1,57884,57884,0.01
38179,chr2,2,57892,57893,0.01
38180,chr2,2,57901,57902,0.01
38181,chr2,1,57914,57914,0.01
38182,chr2,1,57916,57916,0.01
38183,chr2,2,57932,57933,0.01
38184,chr2,1,57939,57939,0.01
38185,chr2,1,57941,57941,0.01
38186,chr2,3,57943,57945,0.01
38187,chr2,2,57951,57952,0.01
38188,chr2,1,57955,57955,0.01
38189,chr2,1,57959,57959,0.01
38190,chr2,1,57969,57969,0.01
38191,chr2,1,57983,57983,0.01
38192,chr2,1,57998,57998,0.01
38193,chr2,6,58002,58007,0.01
38194,chr2,1,58021,58021,0.01
38195,chr2,1,58027,58027,0.01
38196,chr2,2,58058,58059,0.01
38197,chr2,2,58072,58073,0.01
38198,chr2,1,58077,58077,0.01
38199,chr2,1,58084,58084,0.01
38200,chr2,3,58092,58094,0.01
38201,chr2,2,58100,58101,0.01
38202,chr2,2,58106,58107,0.01
38203,chr2,1,58117,58117,0.01
38204,chr2,1,58121,58121,0.01
38205,chr2,2,58123,58124,0.01
38206,chr2,1,58178,58178,0.01
38207,chr2,2,58183,58184,0.01
38208,chr2,1,58192,58192,0.01
38209,chr2,1,58199,58199,0.01
38210,chr2,1,58214,58214,0.01
38211,chr2,1,58217,58217,0.01
38212,chr2,1,58233,58233,0.01
38213,chr2,1,58240,58240,0.01
38214,chr2,2,58260,58261,0.01
38215,chr2,1,58267,58267,0.01
38216,chr2,1,58271,58271,0.01
38217,chr2,1,58284,58284,0.01
38218,chr2,1,58300,58300,0.01
38219,chr2,1,58303,58303,0.01
38220,chr2,1,58306,58306,0.01
38221,chr2,2,58323,58324,0.01
38222,chr2,2,58333,58334,0.01
38223,chr2,2,58339,58340,0.01
38224,chr2,1,58346,58346,0.01
38225,chr2,1,58349,58349,0.01
38226,chr2,2,58359,58360,0.01
38227,chr2,4,58368,58371,0.01
38228,chr2,2,58374,58375,0.01
38229,chr2,1,58404,58404,0.01
38230,chr2,1,58410,58410,0.01
38231,chr2,1,58435,58435,0.01
38232,chr2,2,58438,58439,0.01
38233,chr2,1,58463,58463,0.01
38234,chr2,1,58479,58479,0.01
38235,chr2,1,58481,58481,0.01
38236,chr2,1,58493,58493,0.01
38237,chr2,1,58495,58495,0.01
38238,chr2,1,58504,58504,0.01
38239,chr2,1,58518,58518,0.01
38240,chr2,1,58554,58554,0.01
38241,chr2,2,58562,58563,0.01
38242,chr2,1,58590,58590,0.01
38243,chr2,2,58594,58595,0.01
38244,chr2,1,58603,58603,0.01
38245,chr2,1,58613,58613,0.01
38246,chr2,1,58616,58616,0.01
38247,chr2,1,58632,58632,0.01
38248,chr2,1,58641,58641,0.01
38249,chr2,1,58645,58645,0.01
38250,chr2,1,58652,58652,0.01
38251,chr2,1,58657,58657,0.01
38252,chr2,1,58664,58664,0.01
38253,chr2,2,58682,58683,0.01
38254,chr2,1,58725,58725,0.01
38255,chr2,2,58737,58738,0.01
38256,chr2,1,58740,58740,0.01
38257,chr2,2,58744,58745,0.01
38258,chr2,1,58762,58762,0.01
38259,chr2,3,58764,58766,0.01
38260,chr2,1,58784,58784,0.01
38261,chr2,1,58797,58797,0.01
38262,chr2,2,58810,58811,0.01
38263,chr2,1,58814,58814,0.01
38264,chr2,1,58835,58835,0.01
38265,chr2,1,58854,58854,0.01
38266,chr2,1,58856,58856,0.01
38267,chr2,1,58860,58860,0.01
38268,chr2,1,58883,58883,0.01
38269,chr2,3,58895,58897,0.01
38270,chr2,1,58900,58900,0.01
38271,chr2,1,58908,58908,0.01
38272,chr2,1,58913,58913,0.01
38273,chr2,1,58939,58939,0.01
38274,chr2,1,58968,58968,0.01
38275,chr2,1,58982,58982,0.01
38276,chr2,6,58991,58996,0.01
38277,chr2,1,58999,58999,0.01
38278,chr2,1,59017,59017,0.01
38279,chr2,1,59024,59024,0.01
38280,chr2,1,59036,59036,0.01
38281,chr2,1,59040,59040,0.01
38282,chr2,1,59064,59064,0.01
38283,chr2,1,59130,59130,0.01
38284,chr2,1,59147,59147,0.01
38285,chr2,1,59174,59174,0.01
38286,chr2,1,59177,59177,0.01
38287,chr2,1,59184,59184,0.01
38288,chr2,1,59197,59197,0.01
38289,chr2,1,59214,59214,0.01
38290,chr2,1,59234,59234,0.01
38291,chr2,1,59246,59246,0.01
38292,chr2,1,59251,59251,0.01
38293,chr2,1,59255,59255,0.01
38294,chr2,1,59269,59269,0.01
38295,chr2,3,59306,59308,0.01
38296,chr2,2,59316,59317,0.01
38297,chr2,1,59326,59326,0.01
38298,chr2,1,59334,59334,0.01
38299,chr2,1,59337,59337,0.01
38300,chr2,1,59352,59352,0.01
38301,chr2,1,59360,59360,0.01
38302,chr2,3,59362,59364,0.01
38303,chr2,1,59375,59375,0.01
38304,chr2,1,59391,59391,0.01
38305,chr2,1,59422,59422,0.01
38306,chr2,1,59430,59430,0.01
38307,chr2,1,59436,59436,0.01
38308,chr2,3,59455,59457,0.01
38309,chr2,1,59479,59479,0.01
38310,chr2,1,59484,59484,0.01
38311,chr2,1,59489,59489,0.01
38312,chr2,1,59496,59496,0.01
38313,chr2,1,59502,59502,0.01
38314,chr2,1,59504,59504,0.01
38315,chr2,1,59507,59507,0.01
38316,chr2,1,59509,59509,0.01
38317,chr2,3,59531,59533,0.01
38318,chr2,1,59543,59543,0.01
38319,chr2,1,59569,59569,0.01
38320,chr2,1,59585,59585,0.01
38321,chr2,1,59608,59608,0.01
38322,chr2,1,59621,59621,0.01
38323,chr2,1,59627,59627,0.01
38324,chr2,1,59632,59632,0.01
38325,chr2,1,59650,59650,0.01
38326,chr2,1,59652,59652,0.01
38327,chr2,2,59655,59656,0.01
38328,chr2,1,59688,59688,0.01
38329,chr2,1,59690,59690,0.01
38330,chr2,1,59713,59713,0.01
38331,chr2,2,59729,59730,0.01
38332,chr2,1,59760,59760,0.01
38333,chr2,1,59774,59774,0.01
38334,chr2,1,59788,59788,0.01
38335,chr2,1,59790,59790,0.01
38336,chr2,1,59793,59793,0.01
38337,chr2,1,59809,59809,0.01
38338,chr2,1,59816,59816,0.01
38339,chr2,2,59818,59819,0.01
38340,chr2,1,59823,59823,0.01
38341,chr2,1,59832,59832,0.01
38342,chr2,1,59842,59842,0.01
38343,chr2,1,59848,59848,0.01
38344,chr2,1,59853,59853,0.01
38345,chr2,1,59855,59855,0.01
38346,chr2,2,59859,59860,0.01
38347,chr2,1,59871,59871,0.01
38348,chr2,1,59908,59908,0.01
38349,chr2,1,59912,59912,0.01
38350,chr2,1,59924,59924,0.01
38351,chr2,1,59938,59938,0.01
38352,chr2,2,59948,59949,0.01
38353,chr2,1,59972,59972,0.01
38354,chr2,3,59986,59988,0.01
38355,chr2,1,59991,59991,0.01
38356,chr2,1,59996,59996,0.01
38357,chr2,1,60006,60006,0.01
38358,chr2,1,60014,60014,0.01
38359,chr2,1,60017,60017,0.01
38360,chr2,1,60029,60029,0.01
38361,chr2,2,60035,60036,0.01
38362,chr2,1,60049,60049,0.01
38363,chr2,1,60053,60053,0.01
38364,chr2,3,60057,60059,0.01
38365,chr2,1,60073,60073,0.01
38366,chr2,1,60081,60081,0.01
38367,chr2,2,60092,60093,0.01
38368,chr2,1,60112,60112,0.01
38369,chr2,3,60120,60122,0.01
38370,chr2,1,60167,60167,0.01
38371,chr2,1,60169,60169,0.01
38372,chr2,2,60172,60173,0.01
38373,chr2,1,60178,60178,0.01
38374,chr2,1,60185,60185,0.01
38375,chr2,1,60187,60187,0.01
38376,chr2,1,60193,60193,0.01
38377,chr2,1,60202,60202,0.01
38378,chr2,1,60225,60225,0.01
38379,chr2,1,60231,60231,0.01
38380,chr2,1,60273,60273,0.01
38381,chr2,3,60279,60281,0.01
38382,chr2,1,60290,60290,0.01
38383,chr2,1,60296,60296,0.01
38384,chr2,1,60307,60307,0.01
38385,chr2,2,60340,60341,0.01
38386,chr2,1,60348,60348,0.01
38387,chr2,1,60386,60386,0.01
38388,chr2,1,60393,60393,0.01
38389,chr2,1,60398,60398,0.01
38390,chr2,1,60402,60402,0.01
38391,chr2,1,60415,60415,0.01
38392,chr2,1,60432,60432,0.01
38393,chr2,1,60438,60438,0.01
38394,chr2,1,60443,60443,0.01
38395,chr2,1,60447,60447,0.01
38396,chr2,1,60458,60458,0.01
38397,chr2,1,60471,60471,0.01
38398,chr2,2,60487,60488,0.01
38399,chr2,1,60496,60496,0.01
38400,chr2,1,60503,60503,0.01
38401,chr2,1,60527,60527,0.01
38402,chr2,1,60530,60530,0.01
38403,chr2,2,60536,60537,0.01
38404,chr2,2,60543,60544,0.01
38405,chr2,1,60606,60606,0.01
38406,chr2,1,60614,60614,0.01
38407,chr2,1,60616,60616,0.01
38408,chr2,1,60622,60622,0.01
38409,chr2,1,60627,60627,0.01
38410,chr2,1,60635,60635,0.01
38411,chr2,1,60649,60649,0.01
38412,chr2,1,60652,60652,0.01
38413,chr2,2,60662,60663,0.01
38414,chr2,1,60672,60672,0.01
38415,chr2,1,60676,60676,0.01
38416,chr2,1,60678,60678,0.01
38417,chr2,1,60686,60686,0.01
38418,chr2,1,60690,60690,0.01
38419,chr2,1,60712,60712,0.01
38420,chr2,1,60716,60716,0.01
38421,chr2,1,60718,60718,0.01
38422,chr2,1,60726,60726,0.01
38423,chr2,1,60734,60734,0.01
38424,chr2,1,60739,60739,0.01
38425,chr2,1,60743,60743,0.01
38426,chr2,1,60759,60759,0.01
38427,chr2,1,60768,60768,0.01
38428,chr2,1,60775,60775,0.01
38429,chr2,1,60781,60781,0.01
38430,chr2,1,60783,60783,0.01
38431,chr2,1,60785,60785,0.01
38432,chr2,1,60791,60791,0.01
38433,chr2,1,60796,60796,0.01
38434,chr2,1,60800,60800,0.01
38435,chr2,1,60822,60822,0.01
38436,chr2,1,60838,60838,0.01
38437,chr2,1,60858,60858,0.01
38438,chr2,3,60861,60863,0.01
38439,chr2,1,60865,60865,0.01
38440,chr2,1,60869,60869,0.01
38441,chr2,1,60873,60873,0.01
38442,chr2,1,60880,60880,0.01
38443,chr2,1,60899,60899,0.01
38444,chr2,1,60915,60915,0.01
38445,chr2,3,60918,60920,0.01
38446,chr2,3,60923,60925,0.01
38447,chr2,1,60934,60934,0.01
38448,chr2,1,60940,60940,0.01
38449,chr2,1,60948,60948,0.01
38450,chr2,1,60950,60950,0.01
38451,chr2,2,60966,60967,0.01
38452,chr2,1,60976,60976,0.01
38453,chr2,1,60982,60982,0.01
38454,chr2,1,60995,60995,0.01
38455,chr2,3,61000,61002,0.01
38456,chr2,1,61010,61010,0.01
38457,chr2,1,61019,61019,0.01
38458,chr2,1,61023,61023,0.01
38459,chr2,2,61034,61035,0.01
38460,chr2,1,61038,61038,0.01
38461,chr2,2,61042,61043,0.01
38462,chr2,1,61049,61049,0.01
38463,chr2,2,61060,61061,0.01
38464,chr2,2,61065,61066,0.01
38465,chr2,1,61073,61073,0.01
38466,chr2,1,61085,61085,0.01
38467,chr2,1,61089,61089,0.01
38468,chr2,1,61091,61091,0.01
38469,chr2,1,61095,61095,0.01
38470,chr2,1,61101,61101,0.01
38471,chr2,1,61103,61103,0.01
38472,chr2,1,61115,61115,0.01
38473,chr2,1,61126,61126,0.01
38474,chr2,1,61134,61134,0.01
38475,chr2,2,61144,61145,0.01
38476,chr2,1,61163,61163,0.01
38477,chr2,1,61176,61176,0.01
38478,chr2,1,61188,61188,0.01
38479,chr2,1,61206,61206,0.01
38480,chr2,2,61210,61211,0.01
38481,chr2,3,61227,61229,0.01
38482,chr2,1,61240,61240,0.01
38483,chr2,1,61262,61262,0.01
38484,chr2,1,61280,61280,0.01
38485,chr2,1,61285,61285,0.01
38486,chr2,1,61290,61290,0.01
38487,chr2,1,61294,61294,0.01
38488,chr2,1,61301,61301,0.01
38489,chr2,1,61305,61305,0.01
38490,chr2,1,61307,61307,0.01
38491,chr2,1,61331,61331,0.01
38492,chr2,1,61343,61343,0.01
38493,chr2,1,61349,61349,0.01
38494,chr2,1,61370,61370,0.01
38495,chr2,1,61372,61372,0.01
38496,chr2,1,61383,61383,0.01
38497,chr2,1,61398,61398,0.01
38498,chr2,1,61401,61401,0.01
38499,chr2,1,61436,61436,0.01
38500,chr2,1,61439,61439,0.01
38501,chr2,1,61454,61454,0.01
38502,chr2,1,61469,61469,0.01
38503,chr2,2,61472,61473,0.01
38504,chr2,1,61480,61480,0.01
38505,chr2,1,61482,61482,0.01
38506,chr2,1,61495,61495,0.01
38507,chr2,6,61525,61530,0.01
38508,chr2,1,61541,61541,0.01
38509,chr2,1,61552,61552,0.01
38510,chr2,1,61556,61556,0.01
38511,chr2,2,61568,61569,0.01
38512,chr2,1,61586,61586,0.01
38513,chr2,2,61597,61598,0.01
38514,chr2,1,61603,61603,0.01
38515,chr2,1,61607,61607,0.01
38516,chr2,1,61612,61612,0.01
38517,chr2,3,61617,61619,0.01
38518,chr2,1,61630,61630,0.01
38519,chr2,3,61634,61636,0.01
38520,chr2,1,61659,61659,0.01
38521,chr2,2,61661,61662,0.01
38522,chr2,2,61665,61666,0.01
38523,chr2,1,61670,61670,0.01
38524,chr2,1,61684,61684,0.01
38525,chr2,1,61694,61694,0.01
38526,chr2,1,61697,61697,0.01
38527,chr2,2,61709,61710,0.01
38528,chr2,1,61719,61719,0.01
38529,chr2,1,61731,61731,0.01
38530,chr2,2,61738,61739,0.01
38531,chr2,1,61747,61747,0.01
38532,chr2,1,61759,61759,0.01
38533,chr2,1,61767,61767,0.01
38534,chr2,1,61774,61774,0.01
38535,chr2,1,61796,61796,0.01
38536,chr2,1,61813,61813,0.01
38537,chr2,1,61828,61828,0.01
38538,chr2,1,61834,61834,0.01
38539,chr2,1,61855,61855,0.01
38540,chr2,1,61857,61857,0.01
38541,chr2,1,61863,61863,0.01
38542,chr2,1,61869,61869,0.01
38543,chr2,1,61876,61876,0.01
38544,chr2,2,61878,61879,0.01
38545,chr2,1,61887,61887,0.01
38546,chr2,5,61889,61893,0.01
38547,chr2,1,61895,61895,0.01
38548,chr2,2,61903,61904,0.01
38549,chr2,1,61915,61915,0.01
38550,chr2,1,61924,61924,0.01
38551,chr2,1,61928,61928,0.01
38552,chr2,1,61930,61930,0.01
38553,chr2,1,61943,61943,0.01
38554,chr2,1,61946,61946,0.01
38555,chr2,1,61956,61956,0.01
38556,chr2,1,61962,61962,0.01
38557,chr2,1,61983,61983,0.01
38558,chr2,1,61987,61987,0.01
38559,chr2,1,62001,62001,0.01
38560,chr2,4,62009,62012,0.01
38561,chr2,1,62033,62033,0.01
38562,chr2,1,62037,62037,0.01
38563,chr2,1,62040,62040,0.01
38564,chr2,1,62043,62043,0.01
38565,chr2,1,62049,62049,0.01
38566,chr2,1,62054,62054,0.01
38567,chr2,2,62107,62108,0.01
38568,chr2,2,62113,62114,0.01
38569,chr2,1,62119,62119,0.01
38570,chr2,1,62123,62123,0.01
38571,chr2,2,62129,62130,0.01
38572,chr2,1,62137,62137,0.01
38573,chr2,7,62152,62158,0.01
38574,chr2,1,62172,62172,0.01
38575,chr2,1,62187,62187,0.01
38576,chr2,1,62195,62195,0.01
38577,chr2,1,62204,62204,0.01
38578,chr2,1,62208,62208,0.01
38579,chr2,9,62214,62222,0.01
38580,chr2,1,62228,62228,0.01
38581,chr2,1,62236,62236,0.01
38582,chr2,1,62241,62241,0.01
38583,chr2,1,62243,62243,0.01
38584,chr2,1,62250,62250,0.01
38585,chr2,1,62267,62267,0.01
38586,chr2,1,62275,62275,0.01
38587,chr2,2,62278,62279,0.01
38588,chr2,1,62311,62311,0.01
38589,chr2,1,62329,62329,0.01
38590,chr2,1,62333,62333,0.01
38591,chr2,1,62353,62353,0.01
38592,chr2,1,62363,62363,0.01
38593,chr2,1,62373,62373,0.01
38594,chr2,1,62376,62376,0.01
38595,chr2,1,62383,62383,0.01
38596,chr2,1,62387,62387,0.01
38597,chr2,1,62398,62398,0.01
38598,chr2,1,62401,62401,0.01
38599,chr2,2,62403,62404,0.01
38600,chr2,1,62413,62413,0.01
38601,chr2,1,62420,62420,0.01
38602,chr2,1,62424,62424,0.01
38603,chr2,1,62426,62426,0.01
38604,chr2,1,62431,62431,0.01
38605,chr2,1,62433,62433,0.01
38606,chr2,2,62435,62436,0.01
38607,chr2,1,62447,62447,0.01
38608,chr2,1,62473,62473,0.01
38609,chr2,1,62477,62477,0.01
38610,chr2,1,62483,62483,0.01
38611,chr2,1,62492,62492,0.01
38612,chr2,3,62500,62502,0.01
38613,chr2,1,62509,62509,0.01
38614,chr2,1,62515,62515,0.01
38615,chr2,1,62526,62526,0.01
38616,chr2,2,62528,62529,0.01
38617,chr2,1,62531,62531,0.01
38618,chr2,1,62541,62541,0.01
38619,chr2,1,62545,62545,0.01
38620,chr2,1,62548,62548,0.01
38621,chr2,1,62551,62551,0.01
38622,chr2,2,62554,62555,0.01
38623,chr2,1,62560,62560,0.01
38624,chr2,1,62563,62563,0.01
38625,chr2,1,62570,62570,0.01
38626,chr2,1,62575,62575,0.01
38627,chr2,1,62579,62579,0.01
38628,chr2,2,62598,62599,0.01
38629,chr2,1,62604,62604,0.01
38630,chr2,1,62606,62606,0.01
38631,chr2,2,62613,62614,0.01
38632,chr2,1,62629,62629,0.01
38633,chr2,1,62646,62646,0.01
38634,chr2,1,62653,62653,0.01
38635,chr2,1,62661,62661,0.01
38636,chr2,1,62670,62670,0.01
38637,chr2,1,62693,62693,0.01
38638,chr2,2,62697,62698,0.01
38639,chr2,1,62712,62712,0.01
38640,chr2,1,62714,62714,0.01
38641,chr2,1,62717,62717,0.01
38642,chr2,1,62730,62730,0.01
38643,chr2,1,62733,62733,0.01
38644,chr2,2,62735,62736,0.01
38645,chr2,1,62747,62747,0.01
38646,chr2,2,62750,62751,0.01
38647,chr2,1,62765,62765,0.01
38648,chr2,1,62788,62788,0.01
38649,chr2,1,62799,62799,0.01
38650,chr2,1,62811,62811,0.01
38651,chr2,1,62819,62819,0.01
38652,chr2,1,62825,62825,0.01
38653,chr2,1,62864,62864,0.01
38654,chr2,1,62877,62877,0.01
38655,chr2,1,62889,62889,0.01
38656,chr2,2,62894,62895,0.01
38657,chr2,1,62904,62904,0.01
38658,chr2,1,62906,62906,0.01
38659,chr2,1,62909,62909,0.01
38660,chr2,1,62919,62919,0.01
38661,chr2,1,62923,62923,0.01
38662,chr2,1,62934,62934,0.01
38663,chr2,1,62936,62936,0.01
38664,chr2,1,62940,62940,0.01
38665,chr2,2,62962,62963,0.01
38666,chr2,1,62969,62969,0.01
38667,chr2,2,62976,62977,0.01
38668,chr2,7,62988,62994,0.01
38669,chr2,2,62998,62999,0.01
38670,chr2,1,63007,63007,0.01
38671,chr2,1,63014,63014,0.01
38672,chr2,1,63020,63020,0.01
38673,chr2,1,63023,63023,0.01
38674,chr2,1,63025,63025,0.01
38675,chr2,1,63031,63031,0.01
38676,chr2,1,63033,63033,0.01
38677,chr2,1,63044,63044,0.01
38678,chr2,2,63051,63052,0.01
38679,chr2,1,63054,63054,0.01
38680,chr2,1,63057,63057,0.01
38681,chr2,1,63061,63061,0.01
38682,chr2,2,63063,63064,0.01
38683,chr2,1,63066,63066,0.01
38684,chr2,1,63071,63071,0.01
38685,chr2,1,63079,63079,0.01
38686,chr2,1,63085,63085,0.01
38687,chr2,1,63088,63088,0.01
38688,chr2,1,63091,63091,0.01
38689,chr2,1,63098,63098,0.01
38690,chr2,1,63106,63106,0.01
38691,chr2,1,63117,63117,0.01
38692,chr2,1,63126,63126,0.01
38693,chr2,3,63139,63141,0.01
38694,chr2,2,63158,63159,0.01
38695,chr2,1,63195,63195,0.01
38696,chr2,1,63210,63210,0.01
38697,chr2,2,63212,63213,0.01
38698,chr2,1,63220,63220,0.01
38699,chr2,1,63223,63223,0.01
38700,chr2,1,63228,63228,0.01
38701,chr2,1,63234,63234,0.01
38702,chr2,3,63244,63246,0.01
38703,chr2,1,63254,63254,0.01
38704,chr2,1,63258,63258,0.01
38705,chr2,1,63277,63277,0.01
38706,chr2,1,63280,63280,0.01
38707,chr2,4,63284,63287,0.01
38708,chr2,1,63293,63293,0.01
38709,chr2,1,63299,63299,0.01
38710,chr2,1,63306,63306,0.01
38711,chr2,1,63319,63319,0.01
38712,chr2,1,63321,63321,0.01
38713,chr2,2,63329,63330,0.01
38714,chr2,1,63334,63334,0.01
38715,chr2,6,63344,63349,0.01
38716,chr2,1,63357,63357,0.01
38717,chr2,2,63373,63374,0.01
38718,chr2,1,63385,63385,0.01
38719,chr2,2,63391,63392,0.01
38720,chr2,1,63395,63395,0.01
38721,chr2,1,63398,63398,0.01
38722,chr2,1,63403,63403,0.01
38723,chr2,1,63408,63408,0.01
38724,chr2,2,63410,63411,0.01
38725,chr2,1,63419,63419,0.01
38726,chr2,1,63427,63427,0.01
38727,chr2,5,63430,63434,0.01
38728,chr2,1,63436,63436,0.01
38729,chr2,1,63450,63450,0.01
38730,chr2,1,63457,63457,0.01
38731,chr2,1,63459,63459,0.01
38732,chr2,1,63463,63463,0.01
38733,chr2,1,63471,63471,0.01
38734,chr2,1,63484,63484,0.01
38735,chr2,1,63492,63492,0.01
38736,chr2,1,63494,63494,0.01
38737,chr2,1,63500,63500,0.01
38738,chr2,1,63505,63505,0.01
38739,chr2,1,63512,63512,0.01
38740,chr2,4,63527,63530,0.01
38741,chr2,1,63537,63537,0.01
38742,chr2,1,63544,63544,0.01
38743,chr2,1,63552,63552,0.01
38744,chr2,3,63557,63559,0.01
38745,chr2,1,63573,63573,0.01
38746,chr2,2,63577,63578,0.01
38747,chr2,1,63585,63585,0.01
38748,chr2,2,63587,63588,0.01
38749,chr2,1,63591,63591,0.01
38750,chr2,1,63606,63606,0.01
38751,chr2,1,63618,63618,0.01
38752,chr2,1,63623,63623,0.01
38753,chr2,1,63631,63631,0.01
38754,chr2,1,63639,63639,0.01
38755,chr2,1,63662,63662,0.01
38756,chr2,1,63670,63670,0.01
38757,chr2,1,63674,63674,0.01
38758,chr2,1,63677,63677,0.01
38759,chr2,1,63704,63704,0.01
38760,chr2,1,63713,63713,0.01
38761,chr2,1,63728,63728,0.01
38762,chr2,2,63746,63747,0.01
38763,chr2,1,63761,63761,0.01
38764,chr2,1,63771,63771,0.01
38765,chr2,1,63788,63788,0.01
38766,chr2,1,63793,63793,0.01
38767,chr2,1,63795,63795,0.01
38768,chr2,1,63802,63802,0.01
38769,chr2,1,63808,63808,0.01
38770,chr2,3,63812,63814,0.01
38771,chr2,1,63826,63826,0.01
38772,chr2,1,63832,63832,0.01
38773,chr2,1,63834,63834,0.01
38774,chr2,1,63842,63842,0.01
38775,chr2,4,63851,63854,0.01
38776,chr2,2,63860,63861,0.01
38777,chr2,1,63864,63864,0.01
38778,chr2,1,63867,63867,0.01
38779,chr2,1,63871,63871,0.01
38780,chr2,1,63880,63880,0.01
38781,chr2,1,63887,63887,0.01
38782,chr2,1,63891,63891,0.01
38783,chr2,1,63902,63902,0.01
38784,chr2,1,63908,63908,0.01
38785,chr2,1,63917,63917,0.01
38786,chr2,1,63922,63922,0.01
38787,chr2,2,63924,63925,0.01
38788,chr2,1,63927,63927,0.01
38789,chr2,2,63932,63933,0.01
38790,chr2,1,63936,63936,0.01
38791,chr2,1,63945,63945,0.01
38792,chr2,1,63953,63953,0.01
38793,chr2,2,63957,63958,0.01
38794,chr2,1,63984,63984,0.01
38795,chr2,1,63986,63986,0.01
38796,chr2,1,63990,63990,0.01
38797,chr2,2,63998,63999,0.01
38798,chr2,1,64002,64002,0.01
38799,chr2,1,64011,64011,0.01
38800,chr2,2,64019,64020,0.01
38801,chr2,3,64022,64024,0.01
38802,chr2,1,64031,64031,0.01
38803,chr2,1,64034,64034,0.01
38804,chr2,1,64036,64036,0.01
38805,chr2,9,64041,64049,0.01
38806,chr2,1,64052,64052,0.01
38807,chr2,1,64054,64054,0.01
38808,chr2,1,64060,64060,0.01
38809,chr2,1,64068,64068,0.01
38810,chr2,1,64090,64090,0.01
38811,chr2,1,64095,64095,0.01
38812,chr2,1,64111,64111,0.01
38813,chr2,2,64130,64131,0.01
38814,chr2,1,64141,64141,0.01
38815,chr2,1,64145,64145,0.01
38816,chr2,1,64147,64147,0.01
38817,chr2,2,64159,64160,0.01
38818,chr2,1,64171,64171,0.01
38819,chr2,1,64174,64174,0.01
38820,chr2,1,64176,64176,0.01
38821,chr2,1,64194,64194,0.01
38822,chr2,1,64200,64200,0.01
38823,chr2,2,64203,64204,0.01
38824,chr2,3,64206,64208,0.01
38825,chr2,2,64234,64235,0.01
38826,chr2,1,64238,64238,0.01
38827,chr2,1,64243,64243,0.01
38828,chr2,1,64246,64246,0.01
38829,chr2,1,64254,64254,0.01
38830,chr2,1,64278,64278,0.01
38831,chr2,1,64291,64291,0.01
38832,chr2,2,64295,64296,0.01
38833,chr2,1,64300,64300,0.01
38834,chr2,1,64310,64310,0.01
38835,chr2,1,64314,64314,0.01
38836,chr2,1,64316,64316,0.01
38837,chr2,2,64336,64337,0.01
38838,chr2,1,64354,64354,0.01
38839,chr2,1,64365,64365,0.01
38840,chr2,1,64368,64368,0.01
38841,chr2,1,64384,64384,0.01
38842,chr2,1,64388,64388,0.01
38843,chr2,1,64395,64395,0.01
38844,chr2,1,64420,64420,0.01
38845,chr2,1,64441,64441,0.01
38846,chr2,10,64481,64490,0.01
38847,chr2,2,64504,64505,0.01
38848,chr2,2,64514,64515,0.01
38849,chr2,1,64523,64523,0.01
38850,chr2,1,64526,64526,0.01
38851,chr2,1,64530,64530,0.01
38852,chr2,1,64532,64532,0.01
38853,chr2,1,64540,64540,0.01
38854,chr2,3,64543,64545,0.01
38855,chr2,1,64551,64551,0.01
38856,chr2,1,64554,64554,0.01
38857,chr2,1,64561,64561,0.01
38858,chr2,1,64563,64563,0.01
38859,chr2,2,64570,64571,0.01
38860,chr2,1,64574,64574,0.01
38861,chr2,1,64588,64588,0.01
38862,chr2,1,64594,64594,0.01
38863,chr2,1,64597,64597,0.01
38864,chr2,1,64618,64618,0.01
38865,chr2,1,64624,64624,0.01
38866,chr2,1,64653,64653,0.01
38867,chr2,1,64684,64684,0.01
38868,chr2,1,64688,64688,0.01
38869,chr2,1,64702,64702,0.01
38870,chr2,1,64708,64708,0.01
38871,chr2,1,64714,64714,0.01
38872,chr2,1,64726,64726,0.01
38873,chr2,6,64733,64738,0.01
38874,chr2,2,64744,64745,0.01
38875,chr2,1,64747,64747,0.01
38876,chr2,1,64754,64754,0.01
38877,chr2,2,64757,64758,0.01
38878,chr2,1,64761,64761,0.01
38879,chr2,1,64767,64767,0.01
38880,chr2,1,64777,64777,0.01
38881,chr2,1,64781,64781,0.01
38882,chr2,1,64797,64797,0.01
38883,chr2,1,64809,64809,0.01
38884,chr2,2,64813,64814,0.01
38885,chr2,1,64816,64816,0.01
38886,chr2,2,64837,64838,0.01
38887,chr2,1,64844,64844,0.01
38888,chr2,1,64857,64857,0.01
38889,chr2,1,64877,64877,0.01
38890,chr2,1,64882,64882,0.01
38891,chr2,1,64887,64887,0.01
38892,chr2,2,64890,64891,0.01
38893,chr2,1,64896,64896,0.01
38894,chr2,1,64900,64900,0.01
38895,chr2,1,64916,64916,0.01
38896,chr2,1,64929,64929,0.01
38897,chr2,1,64931,64931,0.01
38898,chr2,2,64945,64946,0.01
